Bedrooms,Bathrooms,Area_sqft,Location_Rating,Age_of_House,Garage,Price
3,2,2004,5,28,0,435489
4,2,756,4,0,0,369239
1,1,3502,1,17,1,456385
3,3,2537,9,40,0,554810
2,3,2554,10,19,1,569828
3,3,1110,4,40,0,372128
3,1,1286,3,33,0,316784
5,2,1737,6,27,1,554619
3,2,2012,1,47,0,379227
3,1,2110,5,34,1,439220
4,1,3921,7,15,0,688302
2,3,1170,2,20,0,324757
4,3,1314,10,12,0,508485
4,1,1938,9,34,0,492005
1,3,2886,6,41,0,469094
4,2,3905,2,31,0,665945
5,1,2950,8,49,0,631134
5,1,3254,8,37,0,677469
1,2,1590,1,5,1,306675
2,2,933,1,49,1,245426
2,2,2760,1,37,1,463123
4,3,2244,4,37,0,519864
4,1,961,4,12,1,378158
4,3,2480,8,45,1,621266
2,2,3448,1,38,0,510960
3,3,2744,10,12,1,624662
5,2,2581,3,46,0,594746
3,3,2663,1,11,1,545489
3,3,3203,9,32,1,663265
2,2,2577,10,27,1,515084
3,3,975,9,2,1,430933
1,1,1341,7,17,1,293811
4,3,989,8,25,0,447091
1,3,3267,1,39,1,488263
5,1,1840,5,1,0,526984
4,2,3931,2,3,1,692844
3,1,1423,1,49,0,312460
5,3,2967,3,27,1,689736
4,2,2843,7,27,1,636275
3,3,1017,1,24,1,369784
1,3,1206,2,25,1,292902
4,1,1167,2,44,1,365314
3,1,1143,4,46,0,296333
1,2,2878,3,1,1,431686
5,2,1483,3,41,1,479950
5,2,3168,10,33,0,698457
5,3,1302,5,29,1,536108
5,1,1823,3,20,1,489975
2,1,3493,7,43,1,554028
4,1,3320,5,36,1,612251
4,2,2222,4,43,1,524049
2,1,2668,3,22,0,411626
3,1,3982,4,32,1,611324
3,1,3235,2,1,0,509588
5,2,3545,1,26,1,692443
1,1,2386,3,47,1,353134
3,2,2219,2,21,0,443551
1,1,2057,1,33,1,311600
4,1,3018,1,15,1,547836
1,1,2183,2,19,0,291500
4,2,2514,9,25,1,614974
2,2,677,5,15,1,279009
2,1,1908,9,5,0,403415
5,3,1247,8,44,0,521771
3,2,2787,6,43,1,565300
5,2,1152,1,22,1,447390
4,1,1597,10,41,1,490640
5,3,881,5,36,0,466180
1,1,1881,1,7,0,287547
4,2,2446,7,5,1,580096
2,2,1983,10,36,1,455162
3,1,3087,8,21,1,596432
4,1,2917,8,5,0,602304
4,3,1757,7,31,0,517505
1,3,3393,2,16,0,507160
3,2,703,5,37,1,317327
2,3,1365,4,16,1,372227
4,3,2742,5,36,1,626167
4,2,3376,10,22,0,690449
1,2,2196,9,48,1,398319
5,2,1079,4,48,0,426824
2,2,3427,8,12,1,585915
3,1,3912,8,31,0,640288
4,2,2660,2,21,1,560790
4,2,3818,6,6,1,718809
2,2,2563,5,21,0,467712
5,3,3248,2,20,1,675944
4,2,2742,10,5,0,649002
2,1,2940,4,13,1,472135
1,1,2672,7,15,1,443188
5,2,1895,1,2,1,509506
3,1,2128,9,8,0,470290
4,3,1789,10,46,1,572944
2,2,1538,1,20,0,300899
1,1,1361,5,49,1,265100
3,1,3758,7,29,1,611837
2,2,1253,8,29,0,341816
2,1,2269,2,41,1,391853
3,2,3632,4,41,1,594680
1,1,3285,2,31,0,398906
1,3,3138,4,22,0,496107
5,1,2531,6,2,1,615530
4,1,3812,6,0,0,679829
3,2,1726,2,2,0,409375
3,1,3897,4,36,1,622098
3,2,2525,4,6,0,479551
1,3,1174,1,2,0,271218
4,2,2941,2,35,1,558286
5,2,3543,3,48,0,669505
2,1,1929,5,2,0,374847
2,3,1877,8,3,1,464296
3,2,1803,6,30,1,443916
4,1,639,3,1,0,311945
1,1,3423,6,13,1,512258
4,2,1119,7,36,0,412384
4,1,2239,6,30,0,479616
1,2,3193,10,1,0,532467
3,2,2883,6,30,0,552500
4,2,1062,1,46,1,357775
2,3,1851,3,42,1,405056
1,2,2448,7,21,0,404970
5,1,1082,4,9,1,439337
3,3,3077,4,29,0,569546
1,1,3693,7,32,0,510240
5,3,942,9,18,1,548605
5,3,3711,2,45,1,718091
4,3,1796,9,24,0,540231
4,3,2062,3,45,1,525634
4,1,1802,6,0,0,477382
1,2,2221,4,31,1,365503
1,1,2780,1,24,1,383186
3,2,2998,9,40,0,571525
4,1,3153,6,16,1,609370
5,3,2731,8,13,1,722709
2,3,1592,2,44,0,343268
3,2,3477,7,12,0,607250
1,2,3508,6,37,0,500467
3,1,2990,2,38,0,485443
3,2,3951,2,1,0,619288
3,1,3513,4,31,0,574151
3,2,3934,4,31,1,657448
2,2,1789,3,39,0,341513
4,2,2940,8,5,0,633789
5,3,2203,7,24,0,616460
3,3,3897,2,2,1,682549
3,1,1793,3,17,0,380109
3,2,1197,10,49,0,422052
4,1,1244,9,37,1,432095
1,2,1047,5,42,1,244711
1,3,3337,2,2,0,496986
2,3,3649,3,47,1,594981
1,2,3502,8,4,1,550338
3,2,3149,4,23,0,560119
3,3,1363,2,33,0,392840
3,3,1334,2,46,0,370428
2,1,3872,6,47,1,569892
3,3,2242,8,38,0,523300
1,2,2897,7,47,1,452476
4,1,1200,4,23,0,386051
4,2,2772,2,35,1,546528
5,1,2760,9,27,0,645624
1,2,1580,4,47,1,298154
3,3,3808,9,48,0,667003
4,2,2382,5,33,0,531829
1,1,2797,7,15,0,408814
4,2,3522,5,35,1,677964
3,1,2990,2,6,1,508989
4,2,1179,6,17,0,410979
5,3,1382,7,5,1,550576
5,3,2968,6,49,0,656425
4,2,3469,3,27,1,628728
1,2,1131,10,38,0,295796
1,2,3960,8,33,1,605647
1,1,2112,3,40,1,317319
4,2,3139,5,28,1,633917
1,2,1211,9,3,1,345804
3,1,2899,5,13,1,532962
5,3,2605,7,4,0,672928
3,2,1700,7,24,1,459497
1,2,2270,5,38,1,371372
3,3,2015,2,7,1,481147
1,3,2035,5,14,1,403953
4,1,2820,7,18,0,586960
3,2,1474,7,10,1,439597
4,2,2848,4,19,1,609220
4,1,816,1,35,0,285983
2,3,975,6,17,0,335651
1,1,2209,3,13,1,344455
5,3,610,5,37,0,415312
1,1,3683,4,24,1,506745
5,3,3539,2,15,1,712962
1,1,2213,7,17,0,349813
4,3,3082,5,0,1,653377
3,3,1417,7,39,0,432669
3,3,1896,9,0,0,530829
2,3,3578,4,0,1,616901
5,3,1290,5,20,1,536987
5,2,2199,9,24,0,611005
5,3,2132,10,26,1,663667
4,2,1755,4,9,0,468433
5,3,3502,5,49,0,713917
3,2,2547,5,11,0,520508
4,2,1383,8,27,0,453789
1,1,2966,4,48,1,429835
5,3,3491,4,31,1,732959
5,1,2572,7,32,1,596355
1,1,2476,5,7,1,382061
5,3,3268,6,41,1,730283
1,1,1384,6,25,1,273086
4,3,3839,6,41,0,700906
3,1,996,10,49,1,385325
1,3,3851,5,40,0,542891
2,3,1681,5,1,0,415197
1,3,2103,9,34,0,410070
5,2,2633,8,33,1,646693
4,1,2214,4,5,0,494054
4,2,1059,7,30,1,445218
1,1,2708,8,22,0,439733
3,1,3016,9,11,1,579614
2,1,3792,5,27,1,577058
4,2,3366,3,14,1,642038
5,1,1145,4,18,1,462773
5,2,3688,10,11,1,800756
3,3,3143,6,49,0,593431
4,1,1096,10,47,1,421907
1,1,1104,5,1,1,246156
5,3,3616,9,10,0,781756
3,3,3986,3,43,1,659008
4,1,1692,2,36,1,425635
4,3,2808,6,37,1,616584
4,2,2237,7,24,1,572132
4,2,1317,5,42,1,435138
4,1,3816,1,20,0,626522
5,2,2192,3,41,1,552927
3,2,3640,3,35,0,580765
4,1,2008,4,8,1,485988
2,3,868,10,11,0,369904
2,1,2546,6,9,0,448665
3,2,2077,5,45,0,457788
1,1,3346,1,4,1,454674
1,1,2141,6,32,1,355205
1,2,1464,9,4,0,350190
2,2,2997,1,15,1,485558
1,1,709,8,36,1,243844
5,2,3054,8,36,0,679587
4,2,1249,3,28,1,404925
2,2,2698,9,17,0,519455
3,2,2099,8,28,1,510412
3,2,1710,3,5,0,404407
4,2,3739,10,17,1,739869
2,3,1195,5,31,1,381924
1,1,1578,3,41,0,241710
1,2,3713,5,46,0,525880
5,1,1330,9,30,1,496650
5,3,656,4,10,0,446877
1,2,3385,6,25,0,478456
3,1,2843,3,27,0,477390
3,2,2383,3,26,0,473192
5,2,2301,5,18,0,578840
4,2,3733,8,44,1,703088
1,2,1886,8,26,0,369445
5,2,711,3,19,0,388756
5,2,3412,8,2,0,718351
1,2,1310,8,15,0,320015
1,3,1801,3,38,1,342087
3,3,1547,10,43,0,465760
4,2,625,10,28,1,411173
4,2,3057,2,14,1,585523
1,3,1357,10,29,0,380844
2,3,3178,2,39,0,516665
5,3,2400,9,48,1,684741
5,2,3988,7,0,1,787082
1,1,2155,6,28,1,349556
2,1,3777,7,29,0,578014
3,1,3396,8,39,1,601791
1,1,2441,1,45,0,328058
1,2,2893,8,31,1,492401
5,1,1704,3,9,1,496913
1,3,1261,3,26,0,298613
1,3,1508,6,7,0,350707
1,1,3043,4,35,1,431460
5,3,1121,4,41,0,454239
3,2,2456,4,34,0,479920
3,1,2359,10,35,1,498476
1,1,3573,9,47,0,490273
5,2,2911,8,35,0,654222
3,3,1389,3,24,1,415708
3,2,1897,1,19,1,405496
3,2,2329,1,44,0,433851
5,3,771,1,16,0,421570
5,2,864,4,22,0,405805
1,3,2586,6,24,1,461945
4,3,1649,4,47,1,471797
3,2,2092,3,48,0,419865
4,3,2485,8,30,0,598060
5,2,1075,8,5,0,501376
5,3,3003,6,34,1,703157
5,1,1649,9,3,1,565906
4,3,633,10,39,0,451557
5,3,2911,1,19,0,631910
1,2,1761,8,40,0,344428
5,3,1415,6,0,0,559659
2,1,3522,1,44,1,503190
4,1,1353,4,25,0,380630
2,3,1165,5,33,0,356768
5,3,1061,7,9,1,530648
1,1,3839,8,22,0,534648
3,2,2254,9,48,0,486793
5,1,3302,6,23,0,662585
1,1,680,10,12,0,222603
4,3,3404,9,28,0,692695
2,3,2537,4,45,0,448303
2,1,1469,8,26,1,369151
2,2,2030,3,30,0,372546
4,1,1669,4,42,1,431356
1,1,1198,10,9,1,313528
4,2,2234,4,30,1,523074
2,1,1406,6,38,1,311646
5,1,2534,9,9,0,599719
3,3,1676,6,23,0,472675
4,2,3631,1,32,0,616506
4,3,1303,5,13,0,444880
1,3,3123,9,34,1,528446
1,2,3239,5,44,1,473826
4,2,2663,6,33,1,585730
2,1,1086,3,16,0,255887
3,3,1305,8,20,1,480009
1,2,2125,10,31,0,421985
2,3,1764,4,2,1,408286
5,3,1219,4,14,0,488244
1,2,3666,5,7,1,545118
2,1,1376,10,31,1,359393
2,3,1046,9,37,0,349106
3,2,2937,8,25,1,610926
3,1,808,7,29,1,340656
5,3,2098,5,8,0,612711
2,2,3060,9,31,1,555199
2,3,3324,9,10,1,635834
3,2,2050,10,21,1,522102
1,2,2477,10,33,1,451152
1,3,3311,2,40,0,481589
4,3,2937,4,17,0,628105
3,2,1891,8,18,1,483481
4,1,2798,1,17,0,505193
3,3,2342,5,36,1,534330
5,2,1878,8,17,0,579715
2,2,2000,2,11,1,393643
5,1,2276,2,3,1,558926
3,1,1454,8,46,0,362788
2,1,1981,10,42,1,419216
1,3,3255,9,26,1,562306
1,2,3017,7,4,1,519480
4,2,3898,8,5,1,732152
3,2,1304,5,12,0,373027
3,1,3974,1,22,0,585448
1,2,1425,4,41,0,286750
5,3,1604,2,24,0,515414
2,1,976,3,45,1,246160
5,1,1572,3,3,1,473909
5,1,717,9,31,1,464397
1,1,3676,10,43,1,538258
1,3,1043,4,14,0,275376
1,2,1354,2,25,0,237276
4,3,1239,3,41,0,423051
5,2,2771,3,10,1,636048
3,3,3305,7,8,1,654579
2,1,1900,8,10,1,408978
4,1,3469,6,1,1,649105
3,3,3311,4,44,0,596007
5,3,3007,6,26,0,689531
1,2,1222,1,25,0,217665
5,3,2092,10,7,1,655948
2,3,2608,8,20,0,524433
4,2,2251,1,20,1,514603
4,2,2323,5,7,0,526261
2,2,3728,2,0,0,559798
3,3,3922,6,37,1,686521
3,2,2519,9,12,1,565770
4,1,1518,5,8,1,441210
4,1,1773,4,27,0,435985
1,1,3099,2,5,0,406533
3,3,1785,3,46,0,429669
2,1,719,6,22,0,254259
3,3,1181,8,47,1,442000
1,3,2547,8,35,0,471373
4,1,2746,5,16,1,557779
4,2,1790,5,8,0,501343
1,3,2286,10,11,1,498595
2,1,2599,3,21,1,415887
4,3,3161,7,11,0,665360
5,2,3311,6,5,0,705039
4,2,1000,1,43,1,375429
5,1,3012,4,8,0,603491
1,3,1949,6,36,1,404372
1,3,3228,6,2,0,531203
4,3,2256,3,33,0,511601
3,3,1220,6,7,0,400255
5,1,3475,10,9,0,739158
2,2,846,6,46,0,267416
4,1,3081,9,40,1,625700
2,3,1716,9,41,0,443716
4,3,3939,2,42,1,684790
3,2,3262,4,8,1,583423
3,3,3590,9,13,1,707466
3,1,3610,4,36,0,550688
3,1,1223,8,26,1,408568
1,2,2968,10,40,1,526284
1,1,2439,3,31,1,365953
5,1,3503,3,3,1,662546
2,1,2709,9,1,1,508979
4,1,899,10,32,1,416914
4,3,1002,8,20,0,476597
1,1,3602,1,0,1,457966
4,2,2271,10,43,1,571747
1,2,3974,2,10,0,503463
5,1,852,3,0,1,404030
2,2,2357,2,45,0,382534
5,1,3125,3,10,0,607812
3,2,1992,8,6,1,511327
3,2,2564,6,1,1,561943
3,1,759,7,14,0,299876
5,1,3608,10,7,0,729039
4,3,3837,10,46,0,734769
2,1,804,6,25,0,253504
3,1,3938,1,39,1,578912
3,3,1761,3,41,0,444770
3,1,1991,1,34,0,352445
2,1,1457,10,45,0,370910
3,3,1359,9,40,1,465226
2,1,2190,9,40,0,408363
3,1,3368,5,20,0,540570
5,3,3688,4,37,1,738724
5,3,2715,9,7,1,709990
2,2,732,9,42,0,290248
5,1,2323,3,31,0,535522
2,2,3566,5,7,0,575237
5,2,1029,3,43,1,436973
5,3,2955,10,9,1,747834
2,1,3297,2,22,0,458254
4,1,1797,1,3,0,431318
5,3,3059,10,47,0,729672
3,2,696,2,37,1,317872
4,3,2306,8,29,0,577217
2,1,1777,8,40,0,368762
4,3,2318,3,22,1,557428
1,1,1865,7,4,0,327515
1,2,1927,7,20,1,367434
5,1,1908,2,5,1,503462
5,2,1650,9,48,0,530659
3,2,1983,3,16,1,447095
4,1,3731,2,24,1,644681
1,1,2849,3,23,0,392317
5,2,3409,2,21,1,678514
4,3,3521,8,12,1,722743
5,1,1180,5,16,0,433269
5,2,3017,3,13,0,633558
1,2,1132,5,33,0,270017
1,3,1775,8,25,0,397493
5,1,1725,7,18,0,511821
2,2,1498,6,25,1,357503
5,3,3254,1,2,1,690118
5,2,2069,10,1,1,652756
3,1,3520,1,27,1,563804
3,3,1852,1,1,1,456872
3,2,3796,10,21,0,667398
2,3,1369,8,6,0,404095
2,1,1433,8,3,0,367269
5,3,3646,7,48,0,741011
3,1,2504,6,37,1,479725
2,2,3585,4,38,0,550738
1,1,2883,1,19,0,387542
5,2,2809,9,5,1,682490
4,2,1153,1,8,1,404640
5,1,3435,4,30,0,655651
4,2,1691,3,25,1,455852
3,3,1796,7,35,1,507414
4,2,2260,5,25,0,507236
3,1,1158,5,27,1,333972
1,3,860,4,4,0,244401
4,3,2864,1,9,1,597222
5,2,2440,5,17,1,620677
3,2,1747,4,14,1,428891
5,1,1404,10,32,1,541481
2,3,1785,8,4,0,441165
3,1,2848,2,36,1,505847
4,2,3049,8,39,0,636913
3,3,874,1,21,0,309867
5,1,805,4,21,1,427018
1,1,3711,3,21,1,495395
3,1,3944,5,14,0,600638
4,1,2323,5,16,1,512813
2,1,1466,5,44,1,307338
1,3,692,4,27,0,220636
2,1,1665,8,21,1,400604
3,3,3026,3,20,0,573406
5,1,3778,4,41,1,678868
5,2,1951,1,16,1,537960
4,2,2712,7,4,1,603920
5,1,964,1,17,1,386444
1,2,1420,2,16,1,289604
5,3,2107,7,3,1,658493
4,1,2629,1,6,0,495983
3,3,2524,3,24,0,498335
3,1,3695,6,36,1,621529
5,2,3187,6,39,1,695785
2,3,1685,6,39,0,402898
3,2,3138,2,42,0,526249
5,2,1896,2,8,0,502337
4,1,2876,6,18,1,603908
5,3,1643,10,8,1,620503
3,2,602,5,22,1,338259
4,1,2353,7,30,0,525748
5,1,1510,7,31,0,482718
1,1,906,5,30,1,225308
4,2,3079,8,16,0,636913
1,1,735,10,47,1,232986
2,3,2532,6,38,1,508517
4,3,3162,5,21,0,651082
1,2,2840,4,34,1,423485
3,3,2208,7,29,0,526804
3,1,2038,4,39,0,407828
2,2,1472,5,36,1,350972
4,1,1741,5,25,1,451752
4,2,1265,1,5,0,386531
4,2,808,1,33,1,364378
2,1,1551,3,31,0,318235
4,3,1657,3,24,1,499619
3,3,1248,2,12,0,381700
1,2,1941,2,37,0,322994
3,1,2767,6,37,1,533230
3,1,1226,1,1,1,314514
1,2,1124,6,4,0,270753
3,3,2204,5,10,0,500959
2,1,2468,6,10,0,424112
1,3,1368,5,23,0,322857
3,3,3760,7,13,1,717508
5,2,3159,1,44,1,627953
3,2,2694,3,29,1,532790
2,3,1371,6,39,0,352593
4,1,1339,1,46,1,369776
3,1,1121,7,43,0,328811
4,2,3955,4,34,0,672015
5,3,2000,3,20,1,576335
3,1,2781,10,4,1,558275
1,1,847,9,37,0,218605
4,2,1941,1,1,0,450941
5,3,3083,8,39,1,733084
1,1,3847,1,36,0,464702
1,2,2458,5,48,1,407256
1,1,1285,10,33,1,318260
1,1,1185,8,10,0,269463
3,1,2998,6,35,0,520289
3,2,742,7,10,0,348141
3,3,1566,8,8,0,477619
5,2,3451,6,5,0,708379
5,3,1317,6,33,1,533626
5,1,1242,6,46,1,471383
2,3,3148,5,36,1,537578
5,1,969,8,31,1,477327
3,1,1709,2,11,0,351795
3,2,1386,7,44,1,431114
2,1,3386,4,31,0,479074
2,2,2083,1,16,0,355450
5,3,1549,5,3,0,535532
4,3,1948,3,41,0,492792
2,1,1121,4,32,0,283542
1,2,3136,7,42,1,509364
3,1,2552,5,47,0,464166
1,2,3044,4,42,0,422950
3,2,3543,1,8,1,605694
3,2,954,6,33,1,382158
2,3,1546,10,38,1,435087
2,2,2935,6,29,0,489273
1,3,2082,7,49,0,404631
3,2,2247,1,19,0,434955
1,3,3645,4,38,0,519184
4,3,1135,9,22,1,509248
1,3,1914,10,40,1,422766
5,1,3498,6,43,1,700163
1,2,3485,2,34,1,489829
5,1,2815,4,22,1,628257
5,2,1549,6,47,1,527925
5,2,1220,4,38,0,469148
4,1,1027,10,22,0,440157
1,3,2325,7,36,1,426176
1,2,3137,3,22,1,447982
4,3,3002,6,38,1,657422
3,1,2843,4,27,1,504176
2,3,1144,3,18,0,314831
1,2,3364,3,48,0,465770
2,2,1423,2,47,0,280737
4,2,3579,3,29,1,657905
3,1,1602,10,20,1,454801
3,2,1258,1,23,1,373880
3,1,3586,3,20,0,567855
4,3,3427,9,25,0,691267
5,2,2658,4,49,0,584701
5,2,3927,3,35,1,753220
2,2,3043,8,25,0,525272
5,3,1330,1,32,0,480147
5,2,2432,5,35,1,611560
3,1,1008,1,3,0,289431
3,3,3009,7,8,1,612096
2,3,3930,5,7,1,651016
1,3,3674,2,1,1,549324
2,3,683,1,28,0,248181
2,3,2803,7,22,0,539893
4,1,3847,1,5,1,627459
4,3,1306,3,42,0,434450
2,2,2561,6,35,1,490193
2,3,3119,6,45,0,529861
2,3,3266,7,20,1,604284
5,3,2047,1,21,1,579890
4,3,733,7,8,0,439124
2,3,1387,2,33,1,335587
3,1,3554,6,25,1,604726
3,1,1463,8,0,1,420853
5,3,1266,5,35,1,506059
5,1,876,10,43,1,475479
1,2,3907,3,4,0,531374
1,3,2375,8,40,0,427059
1,2,1481,8,21,1,359852
5,2,2660,4,3,0,620604
5,3,2989,8,47,1,695951
5,2,2682,5,1,1,627833
3,2,3206,5,15,1,579707
5,2,1837,3,15,1,527303
3,3,3052,7,21,1,634558
1,3,3305,9,42,0,558867
1,2,758,9,0,0,269172
1,3,3603,1,14,0,521192
2,3,1733,1,23,0,375628
2,2,3196,10,3,0,572148
4,3,3632,5,17,0,705123
4,1,2451,1,16,1,495670
4,3,878,4,6,0,413849
2,1,3126,1,49,1,464038
2,2,710,2,44,1,239919
4,3,3078,2,9,0,624980
4,2,1141,4,0,0,430974
5,2,1738,8,1,1,599489
4,2,3761,2,48,1,648403
5,2,3883,9,21,1,812846
3,2,959,9,31,1,397948
2,3,3019,2,28,1,514901
4,1,1838,1,34,0,419499
2,3,2356,10,16,0,526320
2,3,3686,10,11,1,686318
2,3,1554,9,23,1,433890
3,3,2906,2,29,1,548878
1,1,3425,8,43,1,515660
4,3,2767,3,29,1,604112
1,2,1575,1,19,1,294798
1,3,1512,1,41,1,284508
1,3,1751,10,6,1,421576
2,1,1322,2,41,0,258306
5,1,3170,7,49,1,671440
2,2,2311,6,37,1,455937
2,3,924,2,6,0,302820
1,3,3991,4,48,1,584690
2,3,2129,2,29,1,437456
1,2,2149,1,11,1,331009
5,1,1673,3,48,1,482597
4,2,2545,4,30,0,547366
1,3,2207,10,17,1,486191
5,1,2716,5,45,1,581007
4,1,990,5,42,1,372978
3,2,3030,7,1,0,588438
1,1,615,10,32,1,236443
1,1,1445,8,10,1,305310
3,3,1468,9,33,0,478005
3,3,1167,7,15,0,421332
1,1,2779,5,34,0,388515
3,1,2619,9,32,0,505839
2,2,3919,8,20,1,651854
4,2,2920,10,19,0,623237
4,1,2246,9,7,0,541920
4,3,3131,10,25,0,682921
2,1,3197,8,32,1,546267
3,1,956,6,25,0,307518
5,3,3989,4,36,1,762886
3,3,2256,9,29,1,574214
1,2,3719,9,30,0,575493
4,2,3681,10,32,1,746083
3,2,2880,10,10,0,595182
5,2,635,9,40,0,455489
1,3,3060,10,4,1,577012
2,1,1627,3,1,1,345642
2,2,2691,3,12,1,464343
5,2,3215,6,17,1,683132
1,3,3926,6,25,0,575656
4,3,3387,6,24,1,694454
3,1,713,5,43,1,313655
1,1,2372,5,13,1,370539
2,3,3044,2,4,1,532786
5,2,1797,7,41,0,533028
5,2,1878,4,1,0,552971
3,2,1065,3,3,1,368206
5,1,3948,8,11,1,750194
5,2,2087,4,10,0,534965
1,2,1446,4,3,0,295907
4,3,1101,8,42,0,470243
3,2,1040,1,8,0,309965
1,3,2716,9,9,1,527512
4,2,925,7,26,1,441729
1,1,2365,2,5,0,346748
1,2,666,6,14,0,227690
5,2,903,8,41,1,487841
4,3,1571,5,30,1,495474
3,3,1083,6,21,0,393175
3,3,1528,10,5,1,492693
4,2,2040,8,32,0,519802
5,2,3830,6,28,1,775462
2,1,748,9,20,1,299711
1,2,3698,9,29,0,555364
5,1,3634,9,20,1,734055
4,3,3231,6,35,0,642010
1,3,2895,9,21,1,545165
3,3,1724,3,45,0,420281
2,1,3349,5,19,0,519078
3,2,695,2,21,0,291970
4,3,881,8,39,1,464921
1,2,2969,4,10,0,440407
4,2,3949,6,46,0,690135
1,3,1128,6,30,1,310663
5,1,2910,5,39,1,603115
2,2,2242,1,12,0,378782
5,3,1179,7,17,0,526738
5,2,2263,10,21,1,635197
4,2,3964,8,16,1,765194
2,2,2941,1,37,1,475255
1,2,2231,10,24,0,440737
1,2,3042,7,31,1,487530
3,1,3160,4,14,0,545080
1,1,3568,6,12,0,478814
4,3,1409,9,25,0,526187
5,1,3851,5,49,1,693816
5,1,3567,8,10,1,733559
5,1,1292,5,12,1,473253
2,2,834,2,32,0,238622
1,2,1551,4,49,0,279508
4,3,2454,2,36,1,566093
2,3,1960,7,37,1,461382
3,3,1631,7,0,0,466703
4,2,2066,3,38,0,485483
4,1,2564,7,26,0,536740
4,1,1138,1,35,0,334645
5,2,1419,1,31,1,469087
4,3,2281,9,40,0,597681
1,3,3762,6,14,0,586593
4,3,871,5,30,1,440297
5,2,1628,6,5,1,538592
4,3,2522,6,24,1,593648
3,3,1842,1,48,1,429828
3,2,1741,5,17,0,420278
5,1,1192,9,21,0,497515
1,2,3623,4,30,0,503777
1,2,2205,3,35,0,324214
2,2,714,1,8,0,241390
5,2,2910,2,45,1,618510
4,1,3977,3,2,1,688264
5,3,2277,4,32,0,609947
2,2,2045,7,26,1,446578
5,1,806,6,42,0,379772
5,3,2950,8,0,0,712270
2,3,711,9,43,0,337708
1,3,2040,6,8,0,396044
4,2,2482,7,4,0,562463
2,2,3956,4,14,1,609352
3,3,784,2,49,1,325521
1,3,2364,9,8,0,449456
3,3,1500,9,44,0,459337
1,3,820,4,27,1,262745
4,3,2067,3,12,0,533376
4,3,3788,10,23,0,737560
5,1,1693,6,44,0,468652
3,3,3545,3,9,1,625243
1,2,3741,1,41,0,472990
4,2,3269,4,21,0,624594
2,2,3074,1,38,1,489247
4,3,3291,2,21,0,627804
2,2,3215,3,36,0,473666
1,1,2612,8,38,1,423510
4,3,3090,10,19,1,706939
4,2,1200,4,9,0,396754
1,1,1760,4,9,1,295786
4,1,1103,10,25,0,415809
2,2,2778,9,24,0,499807
4,1,817,7,27,1,383192
3,2,3335,2,12,0,547223
5,1,2818,3,14,1,612904
2,3,2098,4,5,1,451890
3,3,1211,4,11,1,411238
1,3,3639,10,18,0,600448
2,3,1752,8,31,1,441716
5,3,656,10,10,0,485344
5,2,1804,10,37,1,596581
1,3,845,6,32,1,305555
1,3,743,3,1,0,257570
2,3,3722,9,14,0,655439
4,3,967,10,35,1,500094
1,1,2082,8,4,0,376665
4,3,2865,9,14,0,652422
3,3,1215,5,42,1,390584
5,2,3928,3,9,1,743673
4,1,2481,4,16,0,495256
5,2,3827,5,33,1,766162
4,3,2188,9,23,1,625851
3,2,3089,9,9,1,642863
1,2,3488,3,29,0,463953
3,3,3603,7,2,0,672098
1,1,1298,6,36,0,254868
1,1,1475,4,2,1,301287
5,2,2285,5,39,0,574673
3,3,3423,10,4,1,696455
4,2,3409,2,27,1,607970
3,2,1544,7,43,1,429100
5,2,1522,4,13,1,507469
1,3,3582,2,38,0,518121
5,3,2346,6,10,1,648675
2,1,624,2,7,1,232953
2,3,3453,10,36,0,607601
4,2,2287,2,7,1,510707
5,2,2159,7,11,0,608037
4,1,3411,1,14,0,557755
4,3,1683,7,18,0,515647
2,2,1033,10,47,1,361853
4,1,3526,5,45,0,592592
2,1,1689,1,27,1,307704
1,2,3557,6,6,0,541980
5,2,3212,7,39,0,693103
4,3,2551,1,6,0,569218
2,1,2753,9,29,0,471682
3,2,695,7,17,1,378424
4,1,767,1,23,1,313711
1,3,2689,3,5,0,437099
1,2,2502,5,3,0,409878
3,3,2751,4,2,0,551921
2,1,2468,2,48,1,389215
4,3,3875,1,46,0,645214
2,3,3167,4,5,0,533431
1,1,2598,7,25,1,414092
2,3,2929,4,43,0,488746
1,1,3714,9,37,0,527024
2,2,3594,8,10,0,598448
3,1,1733,8,28,0,420715
5,1,2610,5,19,1,599011
3,2,3881,1,9,1,615631
3,1,1348,9,25,1,403515
5,2,2491,2,47,0,547451
5,2,1430,6,26,0,513550
4,1,648,10,49,1,408368
4,3,714,5,13,0,386078
3,3,1778,10,35,0,482706
3,2,2272,8,11,1,530891
1,3,3150,3,22,1,493148
1,3,3633,6,20,0,564446
4,1,670,6,7,1,356224
4,2,3659,10,38,0,722203
1,2,1959,3,8,1,342040
1,1,666,7,23,1,227784
2,3,2116,4,30,0,430840
2,2,2273,5,24,0,424830
1,3,2377,9,16,1,482662
2,2,1566,6,41,0,337301
5,2,3884,10,28,0,774411
4,2,2828,4,2,0,597457
4,2,2389,8,20,1,579451
1,3,1212,9,7,0,348306
3,3,2486,10,13,0,574764
1,3,2222,5,38,1,397520
2,3,1296,2,15,1,335188
3,1,3250,6,17,1,565164
2,2,2895,8,30,1,515660
5,2,1837,5,10,0,529414
2,2,3006,1,37,0,436412
5,1,848,8,19,1,456145
